"Economy","Law Name","Law Number / Ref","Last Amended","Indicator ID","Article / Section","Discovery Tag","Location Reference","Verbatim Snippet","Mapping Rationale","Source URL","Confidence","Notes","Pillar","RDTII_Raw_Score","Coverage"
"Malaysia","Personal Data Protection Act (Act 709) 2010","","2024","P7-I3","","","","","The data retention requirements for personal data are generally governed by the Personal Data Protection Act (Act 709) 2010 (PDPA). The PDPA 2010 enforces the Retention Principle, which requires data to be kept only as long as necessary for the purpose for which it was collected. However, this principle allows individual sectors to set their own retention periods based on operational needs or other regulatory obligations. In addition to the retention principle under the PDPA, the 2015 Standards outline the main standards for data retention which apply to personal data which is processed either electronically or non-electronically. A brief overview of the measures prescribed by the 2015 Standards are as follows:
1) to ensure that all legislation relating to the processing and storing of personal data is complied with before disposing of personal data;
2) not retaining personal data for longer than is required unless there are other legislative requirements that require personal data to be kept for a longer period;
3) to prepare and maintain records on the disposal of personal data and to submit these records when directed by the Commissioner;
4) to dispose of any personal data collection forms used for commercial transactions within 14 days, unless the form has legislative value in connection with the commercial transaction;
5) to review and dispose of all personal data that is no longer needed in the database;
6) to have a personal data disposal schedule for a period of 24 months for any inactive personal data; and
to obtain written consent from the higher management of the data user's organization if using removable media devices for the purposes of personal data storage.","https://mohre.um.edu.my/img/files/Personal%20Data%20Protection%20(PDPA)%20Act%202010.pdf","","BGK Timeframe: Since November 2013, last amended in 2024","7","1","Horizontal"
"Malaysia","Personal Data Protection (Amendment) Bill (Act A1727) 2024","","","P7-I3","","","","","The data retention requirements for personal data are generally governed by the Personal Data Protection Act (Act 709) 2010 (PDPA). The PDPA 2010 enforces the Retention Principle, which requires data to be kept only as long as necessary for the purpose for which it was collected. However, this principle allows individual sectors to set their own retention periods based on operational needs or other regulatory obligations. In addition to the retention principle under the PDPA, the 2015 Standards outline the main standards for data retention which apply to personal data which is processed either electronically or non-electronically. A brief overview of the measures prescribed by the 2015 Standards are as follows:
1) to ensure that all legislation relating to the processing and storing of personal data is complied with before disposing of personal data;
2) not retaining personal data for longer than is required unless there are other legislative requirements that require personal data to be kept for a longer period;
3) to prepare and maintain records on the disposal of personal data and to submit these records when directed by the Commissioner;
4) to dispose of any personal data collection forms used for commercial transactions within 14 days, unless the form has legislative value in connection with the commercial transaction;
5) to review and dispose of all personal data that is no longer needed in the database;
6) to have a personal data disposal schedule for a period of 24 months for any inactive personal data; and
to obtain written consent from the higher management of the data user's organization if using removable media devices for the purposes of personal data storage.","https://f.datasrvr.com/fr1/224/81715/DR_21_BI.pdf","","BGK Timeframe: Since July 2024","7","1","Horizontal"
"Malaysia","Personal Data Protection Standard 2015","","","P7-I3","","","","","The data retention requirements for personal data are generally governed by the Personal Data Protection Act (Act 709) 2010 (PDPA). The PDPA 2010 enforces the Retention Principle, which requires data to be kept only as long as necessary for the purpose for which it was collected. However, this principle allows individual sectors to set their own retention periods based on operational needs or other regulatory obligations. In addition to the retention principle under the PDPA, the 2015 Standards outline the main standards for data retention which apply to personal data which is processed either electronically or non-electronically. A brief overview of the measures prescribed by the 2015 Standards are as follows:
1) to ensure that all legislation relating to the processing and storing of personal data is complied with before disposing of personal data;
2) not retaining personal data for longer than is required unless there are other legislative requirements that require personal data to be kept for a longer period;
3) to prepare and maintain records on the disposal of personal data and to submit these records when directed by the Commissioner;
4) to dispose of any personal data collection forms used for commercial transactions within 14 days, unless the form has legislative value in connection with the commercial transaction;
5) to review and dispose of all personal data that is no longer needed in the database;
6) to have a personal data disposal schedule for a period of 24 months for any inactive personal data; and
to obtain written consent from the higher management of the data user's organization if using removable media devices for the purposes of personal data storage.","https://www.viatris.com/-/media/project/common/viatris/pdf/malaysia/malaysian-personal-data-protection-act-updated-2015.pdf","","BGK Timeframe: Since December 2015","7","1","Horizontal"
"Malaysia","Personal Data Protection Code of Practice for Licensees Under the Communications and Multimedia (Act 1998) of 2017","","","P7-I3","Section 5.5; Section 5.0","","","","The Code of Practice for Licensees Under the Communications and Multimedia (Act 1998) 2017 also highlights the retention principle, specifying that personal data should be kept only as long as necessary for its intended purpose (Section 5.5). After the purpose has been fulfilled, data must be securely destroyed or deleted (Section 5.0).","https://www.pdp.gov.my/ppdpv1/en/akta/personal-data-protection-code-of-practice-for-the-communications-sector/","","BGK Timeframe: Since November 2017","7","1","Communications Sector"
"Malaysia","Personal Data Protection Code of Practice For Banking Sector And Financial Institutions 2017","","","P7-I3","Section 3.5; Section 3.5.4; Section 3.5.5; Section 3.5.9","","","","In the Personal Data Protection Code of Practice for the Banking and Financial Sector (2017), Section 3.5 prescribes retention principle. Personal data should not be kept longer than necessary for the purpose it was collected. The Act also provides that upon the purpose being fulfilled, Data Users are required to permanently destroy/delete the personal data. This requirement applies to both physical and electronic copies of documents containing personal data.

According to the Bank DP Guide, personal data in the banking sector may be retained for a period of seven years from the date of closure or termination of accounts or facilities Section (Section 3.5.4 and 3.5.5). In certain circumstances, personal data may be retained beyond seven years if required by law or regulatory bodies, such as Bank Negara Malaysia. Upon the fulfillment of the purpose for which personal data was collected, the data must be permanently deleted or destroyed as per Section 3.5.9.","https://www.pdp.gov.my/ppdpv1/en/akta/personal-data-protection-code-of-practice-for-banking-sector-and-financial-institutions/","","BGK Timeframe: Since January 2017","7","0","Financial service"
"Malaysia","Services Tax Act (Act 807) 2018","","","P7-I3","Section 24","","","","Section 24 of the Service Tax Act 2018 (Act 807) sets out the obligations for recordkeeping by taxable persons. Every taxable person must keep complete, accurate, and up-to-date records of all transactions that affect or may affect their liability to service tax. This includes records of all taxable services provided or received (such as invoices, receipts, debit and credit notes), records of imported taxable services, and any other records as may be determined by the Director General. These records must be preserved for seven years from the most recent date to which they relate, must be kept in either the national language or English, and must be retained in Malaysia unless otherwise approved by the Director General under specific conditions.

If records are maintained in an electronically readable format, they must be stored in a way that allows for ready access and conversion into writing. If records originally kept in manual form are later converted to electronic form, the original manual versions must also be preserved. Copies of records are admissible in legal proceedings to the same extent as the originals. This section also applies to any person, other than a taxable person, who acquires imported taxable services in the course of business. Failure to comply with any of these requirements is an offence and may result in a fine of up to RM50,000, imprisonment of up to three years, or both. However, these obligations do not apply to foreign registered persons.

Note that this requirement was available under the repealed Goods and Services Tax Act 2014.","https://www.investmalaysia.gov.my/media/rsoj31eh/service-tax-act-2018.pdf","","BGK Timeframe: Since January 2023 | BGK Note: The Goods and Services Tax Act 2014 was repealed in 2018 (https://web.archive.org/web/20240905220824/https://phl.hasil.gov.my/pdf/pdfam/Act_53_20190101.pdf)","7","1","Service tax records"
"Malaysia","Income Tax Act (Act 53) 1967","","December 2018","P7-I3","Section 82","","","","Section 82 imposes a legal duty on all businesses to maintain proper records and, where applicable, issue receipts. Every business must keep accurate and sufficient records for at least seven years from the end of the relevant income year to allow tax authorities to determine taxable income or losses. If gross takings exceed RM150,000 from goods or RM100,000 from services, the business must issue serially numbered printed receipts for each transaction and keep duplicates. Businesses that file late returns must also keep records for seven years from the filing date.

If a sales recording machine is used, the receipt requirement may be waived, but only if the machine records all transactions accurately. The Director General may set or waive requirements for recordkeeping and receipts and may also request audited financial statements under the Companies Act 2016 if existing records are inadequate. Entries must be made within 60 days of each transaction. Records kept electronically must be readable, accessible, and convertible to written form; if manual records are later digitized, the originals must be preserved.

Moreover, All records that relate to any business in Malaysia shall be kept and retained in Malaysia. This includes records of (a) books of account recording receipts and payments or income and expenditure; (b) invoices, vouchers, receipts and such other documents as in the opinion of the Director General are necessary to verify the entries in any books of account; and (c) any other records as may be specified by the Director General under subsection (3).","https://www.hasil.gov.my/media/znonhmuj/20231101-income-tax-act-1967-act-53.pdf; https://www.hasil.gov.my/en/legislation/act/","","BGK Timeframe: Since September 1967, last amended in December 2018","7","1","Income tax records"
"Malaysia","Personal Data Protection Act (Act 709) 2010","","2024","P7-I4","","","","","The Personal Data Protection (Amendment) Bill 2024 (Act A1727) amendments to the Personal Data Protection Act (Act 709) 2010 (PDPA) introduced new requirements, including the appointment of Data Protection Officers (DPOs) and the implementation of Data Protection Impact Assessments (DPIAs), marking significant changes compared to the original PDPA 2010. Section 12a (1) of the 2024 PDPA amendment mandates that a data controller must appoint one or more Data Protection Officers (DPOs). The DPO is accountable for ensuring compliance with the PDPA, which applies horizontally across all sectors. This is a significant change from the 2010 version, where no explicit requirement for a DPO was mandated.

The 2024 amendments also introduced a requirement for DPIAs in specific cases where data processing activities pose a high risk to the rights and freedoms of individuals. This is especially relevant for large-scale processing of sensitive personal data or new technologies. Similar to the DPO requirement, the DPIA requirement applies horizontally across all sectors when high-risk processing is involved. Another significant change from the 2010 PDPA, as organizations are now required to assess and mitigate risks through formal DPIA procedures.","https://mohre.um.edu.my/img/files/Personal%20Data%20Protection%20(PDPA)%20Act%202010.pdf","","BGK Timeframe: Since November 2013, last amended in 2024 | BGK Note: The introduction of a DPO brings Malaysia’s PDPA closer to international standards, such as the EU’s GDPR, which also mandates DPOs for certain types of organizations.

https://www.globalprivacywatch.com/2024/08/malaysian-parliament-passes-the-personal-data-protection-amendment-bill-2024/

https://www.dataprotectionreport.com/2024/07/malaysia-introduces-watershed-amendments-to-personal-data-protection-act-2010/","7","1","Horizontal"
"Malaysia","Personal Data Protection (Amendment) Bill (Act A1727) 2024","","","P7-I4","Section 12a","","","","The Personal Data Protection (Amendment) Bill 2024 (Act A1727) amendments to the Personal Data Protection Act (Act 709) 2010 (PDPA) introduced new requirements, including the appointment of Data Protection Officers (DPOs) and the implementation of Data Protection Impact Assessments (DPIAs), marking significant changes compared to the original PDPA 2010. Section 12a (1) of the 2024 PDPA amendment mandates that a data controller must appoint one or more Data Protection Officers (DPOs). The DPO is accountable for ensuring compliance with the PDPA, which applies horizontally across all sectors. This is a significant change from the 2010 version, where no explicit requirement for a DPO was mandated.

The 2024 amendments also introduced a requirement for DPIAs in specific cases where data processing activities pose a high risk to the rights and freedoms of individuals. This is especially relevant for large-scale processing of sensitive personal data or new technologies. Similar to the DPO requirement, the DPIA requirement applies horizontally across all sectors when high-risk processing is involved. Another significant change from the 2010 PDPA, as organizations are now required to assess and mitigate risks through formal DPIA procedures.","https://f.datasrvr.com/fr1/224/81715/DR_21_BI.pdf","","BGK Timeframe: Since July 2024 | BGK Note: The introduction of a DPO brings Malaysia’s PDPA closer to international standards, such as the EU’s GDPR, which also mandates DPOs for certain types of organizations.

https://www.globalprivacywatch.com/2024/08/malaysian-parliament-passes-the-personal-data-protection-amendment-bill-2024/

https://www.dataprotectionreport.com/2024/07/malaysia-introduces-watershed-amendments-to-personal-data-protection-act-2010/","7","1","Horizontal"
"Malaysia","Personal Data Protection Act (Act 709) 2010","","2024","P7-I5","Section 45(2)(a)(i); Section 121; Section 112; Section 113; Section 114","","","","From the Personal Data Protection (Amendment) Bill 2024 (Act A1727) amendments, there is no explicit provision that allows the government to access personal data without a court order.

The Personal Data Protection Act (Act 709) 2010 PDPA Section 45(2)(a)(i) exempts personal data from the consent requirement if it is processed for the prevention or detection of crime, or for the purposes of investigations. And Section 121 grants authorized officers the power to request the production of documents or data (including computerized data) to ensure compliance with the PDPA. An authorized officer shall have the powers of a police officer of whatever rank as provided for under the Criminal Procedure Code (Act 593)  in relation to investigation, and such powers shall be in addition to and not in derogation of, the powers provided for under this Act (Section 112 Power of investigation). A Magistrate may issue a warrant for an officer to search premises and seize evidence related to an offense, with or without assistance and by force if needed (Section 113 Search and seizure with warrant). However, where delay could harm the investigation, an officer may search without a warrant using the same powers (Section 114 Search and seizure without warrant).

These specific sectoral guidelines indicate that while court orders are generally required for accessing personal data, exceptions exist, particularly for criminal investigations and regulatory functions, where data can be accessed without consent or court intervention.","https://mohre.um.edu.my/img/files/Personal%20Data%20Protection%20(PDPA)%20Act%202010.pdf","","BGK Timeframe: Since November 2013, last amended in 2024 | BGK Note: I rated this 0 because these specific sectoral guidelines indicate that while court orders are generally required for accessing personal data, exceptions exist for law enforcement, particularly for criminal investigations and regulatory functions, where data can be accessed without consent or court intervention.

--> PDPA Section 114 and Cybersecurity Act Section 40 permit access without warrant in urgent case. So I include additional information in the impact column, and separate Cyberseucrity Act to record in another row, and assign the score to 1.00. (Although the warrant is permitted during the general case). I don't agree with using exceptions to making score as 1 (similar to other pillars above where exceptions lead to 1). If general procedures follow the law, then their framework is compliant with International administrative law standards - This interpretation (the use of exception) need to clarify how an urgent law enfrcement procedure (national security) impacts or must be overwritten by the interest of a normal foreign company operating in their jurisdiction.

There is no definition of what is considered 'urgent' or when the authority can act. Upon reviewing Section 46 of the Cybersecurity Act, it does not specify when an authorized officer can conduct a search to access computerized data. This lack of clarity creates uncertainty about when such access can occur.

In other cases, we do not score exceptions, such as in Pillar 4 on mandatory disclosure of trade secrets, because this is clearly allowed under WTO TRIPS exceptions. However, for indicators concerning data, there is still an absence of internationally agreed legal frameworks. So for this case, the score should be 1.00. The score of 1.00 is given when there's absence of a court warrant despite it is done during emergency, amorphous public policy objective, etc. (This is like pillar 9.1 when we score if the law authorizes authority to block/filter content on the ground of public policy objectives).

--> For Communications and Multimedia Act/ Banking and Financial Sector Guidelines - if they do not include such exception, agree for the score of 0.00. Also, pls separate each regulation to record under different row due to different coverage. Moved to row 75/76 OK thank you","7","0","Horizontal"
"Malaysia","Personal Data Protection (Amendment) Bill (Act A1727) 2024","","","P7-I5","","","","","From the Personal Data Protection (Amendment) Bill 2024 (Act A1727) amendments, there is no explicit provision that allows the government to access personal data without a court order.

The Personal Data Protection Act (Act 709) 2010 PDPA Section 45(2)(a)(i) exempts personal data from the consent requirement if it is processed for the prevention or detection of crime, or for the purposes of investigations. And Section 121 grants authorized officers the power to request the production of documents or data (including computerized data) to ensure compliance with the PDPA. An authorized officer shall have the powers of a police officer of whatever rank as provided for under the Criminal Procedure Code (Act 593)  in relation to investigation, and such powers shall be in addition to and not in derogation of, the powers provided for under this Act (Section 112 Power of investigation). A Magistrate may issue a warrant for an officer to search premises and seize evidence related to an offense, with or without assistance and by force if needed (Section 113 Search and seizure with warrant). However, where delay could harm the investigation, an officer may search without a warrant using the same powers (Section 114 Search and seizure without warrant).

These specific sectoral guidelines indicate that while court orders are generally required for accessing personal data, exceptions exist, particularly for criminal investigations and regulatory functions, where data can be accessed without consent or court intervention.","https://f.datasrvr.com/fr1/224/81715/DR_21_BI.pdf","","BGK Timeframe: Since July 2024 | BGK Note: I rated this 0 because these specific sectoral guidelines indicate that while court orders are generally required for accessing personal data, exceptions exist for law enforcement, particularly for criminal investigations and regulatory functions, where data can be accessed without consent or court intervention.

--> PDPA Section 114 and Cybersecurity Act Section 40 permit access without warrant in urgent case. So I include additional information in the impact column, and separate Cyberseucrity Act to record in another row, and assign the score to 1.00. (Although the warrant is permitted during the general case). I don't agree with using exceptions to making score as 1 (similar to other pillars above where exceptions lead to 1). If general procedures follow the law, then their framework is compliant with International administrative law standards - This interpretation (the use of exception) need to clarify how an urgent law enfrcement procedure (national security) impacts or must be overwritten by the interest of a normal foreign company operating in their jurisdiction.

There is no definition of what is considered 'urgent' or when the authority can act. Upon reviewing Section 46 of the Cybersecurity Act, it does not specify when an authorized officer can conduct a search to access computerized data. This lack of clarity creates uncertainty about when such access can occur.

In other cases, we do not score exceptions, such as in Pillar 4 on mandatory disclosure of trade secrets, because this is clearly allowed under WTO TRIPS exceptions. However, for indicators concerning data, there is still an absence of internationally agreed legal frameworks. So for this case, the score should be 1.00. The score of 1.00 is given when there's absence of a court warrant despite it is done during emergency, amorphous public policy objective, etc. (This is like pillar 9.1 when we score if the law authorizes authority to block/filter content on the ground of public policy objectives).

--> For Communications and Multimedia Act/ Banking and Financial Sector Guidelines - if they do not include such exception, agree for the score of 0.00. Also, pls separate each regulation to record under different row due to different coverage. Moved to row 75/76 OK thank you","7","0","Horizontal"
"Malaysia","Personal Data Protection Code of Practice for Licensees Under the Communications and Multimedia (Act 1998) of 2017","","","P7-I5","Section 7.4","","","","As part of the broader legal and regulatory framework, law enforcement agencies and investigative authorities can request access to personal data under certain circumstances, as outlined in related sector-specific guidelines and laws such as the Communications and Multimedia Act 1998 (Section 7.4) applies when personal data is processed for the apprehension or prosecution of offenders, or when required for the assessment or collection of any tax or duty.","https://www.pdp.gov.my/ppdpv1/en/akta/personal-data-protection-code-of-practice-for-the-communications-sector/","","BGK Timeframe: Since November 2017","7","1","Communications Sector"
"Malaysia","Personal Data Protection Code of Practice For Banking Sector And Financial Institutions 2017","","","P7-I5","Section 3.7.4","","","","The Banking and Financial Sector guidelines (Section 3.7.4) includes provisions for processing data for tax assessment or legal obligations, allowing such access without prior notice to the individual.","https://www.pdp.gov.my/ppdpv1/en/akta/personal-data-protection-code-of-practice-for-banking-sector-and-financial-institutions/","","BGK Timeframe: Since January 2017","7","1","Financial service"
"Malaysia","Cyber Security Act (Act 854) 2024","","","P7-I5","Section 46; Section 4; Section 38; Section 39; Section 40","","","","Section 46 of the Cyber Security Act (Act 854) 2024 concerning access to computerized data allows an authorized officer conducting a search under this Act to be given access to computerized data stored in computers or otherwise.The authorized officer means any policy officer of whatever rank or any public officer authorized by the Minister in writing (Section 4).

An authorized officer shall have the powers of a police officer of whatever rank as provided for under the Criminal Procedure Code (Act 593)  in relation to investigation, and such powers shall be in addition to and not in derogation of, the powers provided for under this Act (Section 38 Power of investigation). A Magistrate may issue a warrant for an officer to search premises and seize evidence related to an offense, with or without assistance and by force if needed (Section 39 Search and seizure with warrant). However, where delay could harm the investigation, an officer may search without a warrant using the same powers (Section 40 Search and seizure without warrant).","https://lokekinggoh.com/layout2/wp-content/uploads/2024/06/Act-854.pdf","","BGK Timeframe: Since June 2024","7","1","Horizontal"
"Malaysia","Security Offences (Special Measures) Act (Act 747) 2012","","June 2015","P7-I5","Section 6(3); Section 6(7)","","","","Under Section 6(3) of the Security Offenses (Special Measures) Act (Act 747) 2012 (Power to intercept communication), a police officer with the rank of superintendent of police or above may intercept communications without the authorization of the public prosecutor in urgent and sudden cases where immediate action is required leaving no moment of deliberation.

Specifically, “communication” means a communication received or transmitted by post or a telegraphic, telephonic or other communication received or transmitted by electricity, magnetism or other means; “communications service provider” means a person who provides services for the transmission or reception of communications (Section 6(7)).","https://cyrilla.org/api/files/1568729125117t97ha9lu92p.pdf","","BGK Timeframe: Since June 2012, last amended in June 2015","7","1","Horizontal"
"Malaysia","Criminal Procedure Code (Act 593) 2018","","March 2017","P7-I5","Section 116B; Section 116C","","","","The Criminal Procedure Code (Act 593) 2018 Section 116B (Access to computerized data) of the Criminal Procedure Code provides that a police officer conducting a search under the Code must be given access to computerised data whether stored in a computer or otherwise. For the purpose of this section, 'access' includes being provided with the necessary password, encryption code, decryption code, software, or hardware and any other means required to enable comprehension of the computerised data. It is not clear whether a court order is needed to access the information.

Additionally, Section 116C (Interception of communication) provides that the public prosecutor has the authority to authorize police officer to intercept, detain and open postal articles. This also includes intercept messages or conversations transmitted by any communication, and install devices on premises for intercepting communications. The Court shall take cognizance of any authorization by the Public Prosecutor under this section.","https://cyrilla.org/api/files/1568727997327dm3cpb84eaw.pdf","","BGK Timeframe: Since July 1936, last amended in March 2017 | BGK Note: https://www.dataguidance.com/notes/malaysia-third-country-assessment

https://clfr.globalnetworkinitiative.org/country/malaysia/","7","1","Horizontal"
"Singapore","Personal Data Protection Act 2012","","1 February 2021","P6-I1","","","","","Singapore does not implement ban on data transfer and local processing requirement.","https://sso.agc.gov.sg/Act/PDPA2012; https://www.pdpc.gov.sg/Overview-of-PDPA/The-Legislation/Personal-Data-Protection-Act; https://www.pdpc.gov.sg/overview-of-pdpa/the-legislation/personal-data-protection-act/data-protection-obligations; https://sso.agc.gov.sg/Acts-Supp/40-2020/","","BGK Timeframe: Since 2012 last amended on 1 February 2021","6","0","Horizontal"
"Singapore","Personal Data Protection (Amendment) Act 2020","","","P6-I1","","","","","Singapore does not implement ban on data transfer and local processing requirement.","https://sso.agc.gov.sg/Act/PDPA2012; https://www.pdpc.gov.sg/Overview-of-PDPA/The-Legislation/Personal-Data-Protection-Act; https://www.pdpc.gov.sg/overview-of-pdpa/the-legislation/personal-data-protection-act/data-protection-obligations; https://sso.agc.gov.sg/Acts-Supp/40-2020/","","BGK Timeframe: Since February 2021","6","0","Horizontal"
"Singapore","Companies Act 1967","","2021","P6-I2","Section 199; Section 4","","","","According to Section 199, every company must retain accounting for a period of 5 years from the end of the financial year in which the transactions or operations to which those records relate are completed. This data shall be kept at the registered office of the company or other places in Singapore specified by the director. This provision is to ensure that the company will have sufficient data to enable them to properly audited and true financial statements.

Specifically, accounting records under this Act refers to records in relation to a corporation, includes such working papers and other documents as are necessary to explain the methods and calculations by which accounts of the corporation are made up (Section 4).","https://sso.agc.gov.sg/Act/CoA1967","","BGK Timeframe: Since July 2014 last amended in 2021","6","0.5","Accounting records"
"Singapore","Personal Data Protection Act 2012","","1 February 2021","P6-I3","","","","","Singapore does not implement infrastructure requirement.","https://sso.agc.gov.sg/Act/PDPA2012","","BGK Timeframe: Since 2012 last amended on 1 February 2021","6","0","Horizontal"
"Singapore","Personal Data Protection (Amendment) Act 2020","","","P6-I3","","","","","Singapore does not implement infrastructure requirement.","https://sso.agc.gov.sg/Acts-Supp/40-2020/","","BGK Timeframe: Since February 2021","6","0","Horizontal"
"Singapore","Personal Data Protection Act 2012","","1 February 2021","P6-I4","Section 26","","","","According to Section 26, an organisation may only transfer personal data outside Singapore if it has taken appropriate steps to ensure that:
- it will comply with the Personal Data Protection Act (PDPA) obligations in respect of the transferred personal data while it remains in its possession or under its control; and
- the recipient outside of Singapore is bound by legally enforceable obligations to provide a standard of protection to the personal data transferred that is comparable to that under the PDPA.

In this regard, “legally enforceable obligations” would include obligations imposed on the recipient: (i) under law (e.g. the recipient’s relevant national data privacy legislation); (ii) under any contract: (a) requiring the recipient to provide a standard of protection to the personal data transferred that is at least comparable to the protection under the PDPA; and (b) specifying the countries and territories to which the personal data may be transferred under the contract; (iii) under binding corporate rules (see below); or (iv) any other legally binding instrument.

An organisation will be taken to have satisfied the second requirement if the individual consents to the transfer of the personal data to the recipient in that country.","https://sso.agc.gov.sg/Act/PDPA2012; https://www.pdpc.gov.sg/Overview-of-PDPA/The-Legislation/Personal-Data-Protection-Act; https://sso.agc.gov.sg/Acts-Supp/40-2020/","","BGK Timeframe: Since 2012 last amended on 1 February 2021 | BGK Note: ""Exemption may be granted subject to conditions specified by the PDPC and may be revoked at any time. An individual is not taken to have consented to the transfer of the individual’s personal data to a country or territory outside Singapore if the individual was not, before giving his or her consent, given a reasonable summary in writing of the extent to which the personal data to be transferred to that country or territory will be protected to a standard comparable to the protection under the Act. ""","6","1","Horizontal"
"Singapore","Personal Data Protection (Amendment) Act 2020","","","P6-I4","","","","","According to Section 26, an organisation may only transfer personal data outside Singapore if it has taken appropriate steps to ensure that:
- it will comply with the Personal Data Protection Act (PDPA) obligations in respect of the transferred personal data while it remains in its possession or under its control; and
- the recipient outside of Singapore is bound by legally enforceable obligations to provide a standard of protection to the personal data transferred that is comparable to that under the PDPA.

In this regard, “legally enforceable obligations” would include obligations imposed on the recipient: (i) under law (e.g. the recipient’s relevant national data privacy legislation); (ii) under any contract: (a) requiring the recipient to provide a standard of protection to the personal data transferred that is at least comparable to the protection under the PDPA; and (b) specifying the countries and territories to which the personal data may be transferred under the contract; (iii) under binding corporate rules (see below); or (iv) any other legally binding instrument.

An organisation will be taken to have satisfied the second requirement if the individual consents to the transfer of the personal data to the recipient in that country.","https://sso.agc.gov.sg/Act/PDPA2012; https://www.pdpc.gov.sg/Overview-of-PDPA/The-Legislation/Personal-Data-Protection-Act; https://sso.agc.gov.sg/Acts-Supp/40-2020/","","BGK Timeframe: Since February 2021 | BGK Note: ""Exemption may be granted subject to conditions specified by the PDPC and may be revoked at any time. An individual is not taken to have consented to the transfer of the individual’s personal data to a country or territory outside Singapore if the individual was not, before giving his or her consent, given a reasonable summary in writing of the extent to which the personal data to be transferred to that country or territory will be protected to a standard comparable to the protection under the Act. ""","6","1","Horizontal"
"Singapore","Personal Data Protection Act 2012","","1 February 2021","P7-I1","","","","","The Personal Data Protection Act 2012 (PDPA) provides a baseline standard of protection for personal data in Singapore. It complements sector-specific legislative and regulatory frameworks such as the Banking Act and Insurance Act, Healthcare Services Act, Telecommunications Act, etc. The PDPA comprises various requirements governing the collection, use, disclosure and care of personal data in Singapore. Personal Data Protection Commission (PDPC) administers and enforces the PDPA.

Moreover, the PDPA amendment in 2021 introduces a number of key reforms, including mandatory data breach notification requirements, amendments to the consent obligation, offences for egregious mishandling of personal data, prohibitions relating to the use of dictionary attacks and address-harvesting software, and the PDPC's power to accept voluntary undertakings as part of its enforcement regime.","https://sso.agc.gov.sg/Act/PDPA2012; https://www.pdpc.gov.sg/Overview-of-PDPA/The-Legislation/Personal-Data-Protection-Act; https://sso.agc.gov.sg/Acts-Supp/40-2020/","","BGK Timeframe: Since 2012 last amended on 1 February 2021 | BGK Note: ""The PDPA does not expressly include cookies in its definition of personal data. However, cookies can qualify as personal data if they fall within the broad definition of personal data, that is, if they identify an individual either by themselves or together with other information, which the organisation has or is likely to have access to. Likewise, digital fingerprinting and online behavioural advertising technologies will fall under the ambit of the PDPA insofar as they deal with personal data. The PDPC of Singapore has issued guidance that expressly discusses cookies as a way in which personal data is collected, used or disclosed. In essence, the Commission recognises that many internet activities today are dependent on the use of cookies and that unnecessarily restricting the use of cookies will impede the use of the internet. However, because cookies can potentially collect personal data, organisations must be mindful of using them for individuals' online activities. If cookies containing personal data arise from individuals who voluntarily provide it, their consent can be deemed to be provided for the purpose for which the personal data was provided. However, the obligation to obtain an individual's consent to collect personal data rests with the organisation that is collecting it, whether itself or through data intermediaries. Where an organisation operates a website that a third party uses to collect personal data, and the website operator itself is not collecting this personal data, the obligation is on the third party organisation to obtain the required consent.""

https://www.dataguidance.com/jurisdiction/singapore","7","0","Horizontal"
"Singapore","Personal Data Protection (Amendment) Act 2020","","","P7-I1","","","","","The Personal Data Protection Act 2012 (PDPA) provides a baseline standard of protection for personal data in Singapore. It complements sector-specific legislative and regulatory frameworks such as the Banking Act and Insurance Act, Healthcare Services Act, Telecommunications Act, etc. The PDPA comprises various requirements governing the collection, use, disclosure and care of personal data in Singapore. Personal Data Protection Commission (PDPC) administers and enforces the PDPA.

Moreover, the PDPA amendment in 2021 introduces a number of key reforms, including mandatory data breach notification requirements, amendments to the consent obligation, offences for egregious mishandling of personal data, prohibitions relating to the use of dictionary attacks and address-harvesting software, and the PDPC's power to accept voluntary undertakings as part of its enforcement regime.","https://sso.agc.gov.sg/Act/PDPA2012; https://www.pdpc.gov.sg/Overview-of-PDPA/The-Legislation/Personal-Data-Protection-Act; https://sso.agc.gov.sg/Acts-Supp/40-2020/","","BGK Timeframe: Since February 2021 | BGK Note: ""The PDPA does not expressly include cookies in its definition of personal data. However, cookies can qualify as personal data if they fall within the broad definition of personal data, that is, if they identify an individual either by themselves or together with other information, which the organisation has or is likely to have access to. Likewise, digital fingerprinting and online behavioural advertising technologies will fall under the ambit of the PDPA insofar as they deal with personal data. The PDPC of Singapore has issued guidance that expressly discusses cookies as a way in which personal data is collected, used or disclosed. In essence, the Commission recognises that many internet activities today are dependent on the use of cookies and that unnecessarily restricting the use of cookies will impede the use of the internet. However, because cookies can potentially collect personal data, organisations must be mindful of using them for individuals' online activities. If cookies containing personal data arise from individuals who voluntarily provide it, their consent can be deemed to be provided for the purpose for which the personal data was provided. However, the obligation to obtain an individual's consent to collect personal data rests with the organisation that is collecting it, whether itself or through data intermediaries. Where an organisation operates a website that a third party uses to collect personal data, and the website operator itself is not collecting this personal data, the obligation is on the third party organisation to obtain the required consent.""

https://www.dataguidance.com/jurisdiction/singapore","7","0","Horizontal"
